date,content,counts
2011-05-31,"The rise in householdindebtedness and house price inflation was particularly significant in those countriesin which the decline in nominal interest rates as a result of the shift to price stabilityhad been more pronounced and in those that received large immigration flows. Increased profitability of the financial sector at a time of historically low risk premia. In the years preceding the crisis, the profitability of banks and other financialinstitutions significantly improved as a result of generally favourable economic andfinancial conditions.",79
2017-03-29,"This study, containing interviews of ECB senior managers and the report by TransparencyInternational, is indeed a good example of how the ECB engages in a balanced dialogue withdiverse representatives. 4/5BIS central bankers' speechesAs mentioned earlier, we are convinced that independence requires accountability, and thataccountability requires transparency. Integrity is a foundation of any good administration. We are confident about what we have achieved, but as central bankers we are always “vigilant”and never complacent. Thank you for listening, and I look forward to hearing your views.",84
2016-11-16,"Andmore than that: by acting timely and decisively we preserved future growth prospects. There is agrowing awareness of the potential permanent negative effects of prolonged downturns, aprocess termed hysteresis. There are a number of channels through which hysteresis works. Unemployed people losevaluable human capital and skills that may take time to recover. They may also becomepermanently discouraged from working, reducing long-run participation in the labour force. Thedistressingly high rates of youth unemployment witnessed in many euro area economies arelikely to cause some labour market “scarring”.",85
2008-11-26,"As we have seen, modern financial systems have shown aparticular preference for instruments and intermediaries that have promisedsignificant returns in the short term. Short-termism can lead to the misjudgement ofunderlying risk. It can also encourage excessive risk-taking on the basis of relativelysmall amounts of capital. It is therefore essential to establish the right incentives formarket participants, including the use of appropriate internal compensationschemes. •Second, it is essential that transparency be increased in various components of theglobal financial system – for financial instruments, markets and institutions.",85
2003-12-11,"Jean-Claude Trichet: Testimony before the Committee on Economic andMonetary Affairs of the European ParliamentIntroductory statement by Mr Jean-Claude Trichet, President of the European Central Bank, before theCommittee on Economic and Monetary Affairs of the European Parliament, Brussels,1 December 2003. ***It is my pleasure to appear before your Committee for the first time in my capacity as President of theECB. I would like to tell you that I was very impressed by our last encounter here and I thank yourCommittee and Parliament for the confidence expressed by giving your approval to my appointment.",92
2017-12-29,"This facilitates price formation and ensures that Article 123 ofthe Treaty is fully respected – the monetary financing prohibition. Mindful of self-imposed constraints in this respect the remaining space for both net and grosspurchases will largely be in newly issued bonds. This poses some potential complications thatwe have to monitor very closely. ConclusionLet me conclude. The recovery in the euro area continues at a robust pace, employment has risen strongly. Bothwages and underlying inflation appear to have turned the corner.",80
2011-01-10,"Und dies gilt für ein Währungsgebiet, das nunmehr 331 MillionenMenschen umfasst. Preisstabilität für diesen großen Währungsraum gesichert zu haben, undsie allen Indikatoren entsprechend auch für die absehbare Zukunft gesichert zu wissen – dasist die entscheidende Errungenschaft der währungspolitischen Säule in der Wirtschafts- undWährungsunion. Die zweite Säule ist die Wirtschaftspolitik. Für diese Säule stehen der Stabilitäts- undWachstumspakt, die Ausrichtung der allgemeinen Wirtschaftspolitik und die effektivegegenseitige Überwachung der Finanz- und Wirtschaftspolitik. Leider hat diese zweite Säule erhebliche Defizite offenbart.",77
2021-11-18,"Tellingly, the onlybanks that did not identify as being exposed to medium and long-term C&E risks were thosewhich did not conduct a materiality assessment. This is all the more problematic when ourbenchmarking shows that a majority of banks said they were exposed to medium and long-term1/5BIS central bankers' speechesC&E risks. We expected them to analyse how these risks can, or will, affect their differentportfolios and products over the short, medium and long-term, considering various scenarios. Given the nature of C&E risks, this forward-looking type of analysis should be elementarypractice. But the vast majority have not done this analysis.",98
2015-06-04,"BIS central bankers’ speeches3fast-moving innovation and a more gradual integration process, it would seem to offer greaterpotential and to be better than trying out a multitude of national approaches that are difficultto harmonise at a later stage. Thank you very much for your attention. 4BIS central bankers’ speeches",48
2006-08-04,Removing the remaining barriers within the EU will be a powerful means to promote theefficient allocation of factors of production as well as deeper economic and financial integration. This inturn would allow the EU to realise its substantial potential for stronger output and employment growthand to increase its resilience to shocks. Exploiting the opportunities of the Single Market will help tosafeguard the prosperity of the citizens of Europe.,68
2018-07-19,"1 See “Risk-reducing and risk-sharing in our Monetary Union”, speech by Mario Draghi, President of the EuropeanCentral Bank, at the European University Institute, Florence, 11 May 2018. 4/4BIS central bankers' speeches",31
2013-02-28,"Entire countries have beensuffering from the consequences of misguided past actions – but also from market forcesthat are sometimes beyond their control. In a sense, the “social question” of the 19th century, which inspired the Catholic SocialDoctrine, has re-emerged – but today it transcends national borders: what is the rightframework for reconciling free enterprise and individual profit motives with concerns for thecommon good and solidarity with the weak? In recent decades, this question seemed to be approached from a purely economicperspective. The invisible hand of the market, if only left unconstrained, would eventuallygenerate better outcomes for all.",97
2008-09-17,"Over the past year, theECB money market operations have effectively contributed to containing risks to the euroarea’s financial stability without changing the stance of monetary policy – as defined by thekey ECB interest rates – which remained firmly geared towards the price stability objective. Moreover, although the ECB supplied large amounts of liquidity to the banking system tooffset or contain the impact of disturbances to the money market, the injection of additionalliquidity was temporary.",74
2006-11-16,"Perhaps, in the future, we will be in aposition to develop and reliably estimate a single empirical approximation of a general theoreticalframework in which money is of central importance. When this is done, it may be possible to mergeBIS Review 110/20065the two pillars of our analysis into a single one. But this will be a larger pillar in which money willcontinue to play a prominent role in guiding our monetary policy decision-making. V.",73
2001-09-28,"While it may be a difficult and controversial exercise to weigh up the pros and cons of the twosolutions at a general level, without making allowances for the specific environment, in the particularcontext of the Eurosystem the balance of the arguments leans in favour of maintaining a strong role fornational central banks in prudential supervision. The reasons for this are twofold.",61
2013-05-21,"Yet, in the euro area an unsuspected amount of repair is under way. The threat of a break-uphas vanished since last summer. A new political economy is within reach. The foundations ofa virtuous circle are already here. My message today is that the euro area is being rebuilt tolast. Its foundations are being strengthened and new pillars and floors are being added. Theeuro area will remain both viable and beneficial to its citizens. In the light of these testing circumstances, I would like to give some tentative answers – tofour questions: Where do we stand?",95
2017-05-18,"There has been much discussion about the sequence. It can be changed but the way we look atit will be about the costs and benefits of the instruments. In particular it will be about the costsand benefits of having the very low and negative deposit facility rate that we have today. And thatdiscussion has to be informed by facts. If you ask me if I see grounds to change the sequence today, for me the answer is no.",78
2021-07-22,"Our policy measures,including our revised forward guidance, will help the economy shift to a solid recovery and,ultimately, bring inflation to our two per cent target. We are now ready to take your questions. 3/3BIS central bankers' speeches",37
2009-10-19,"When Walter Eucken was recommending that monetary policy should be theresponsibility of a central bank committed to price stability and independent from politicalpressures, his was a minority view in international academic circles and among most policymakers. It has since become best practice. The recent financial crisis has led some observers to question the role of monetary policy, inparticular with respect to its objectives. Is price stability too narrow an objective? Shouldmonetary policy also be entrusted with the objective of preserving financial stability?",82
2012-04-13,"Any proposal to reorganize and strengthen the Irish banking sector, and in thiscontext to replace promissory notes with support from the EFSF must meet important criteria,including that it should improve the chances of both the State and the banks returning tomarket-based funding, and of the banks reducing their extraordinary reliance on theEurosystem. The ECB is ready to work with the Irish authorities on such proposals. I understand the strong desire of the authorities to minimise the costs associated with thebanking sector rescue, including costs incurred to date, and those still to come. Let me makesome comments in this area.",99
2012-11-08,"That report – of which I am a co-author – identified four key pillars on which a stableand prosperous monetary union should be built. These pillars are financial union, fiscalunion, economic union and political union. In the near term, the most important pillar is financial union. Financial union is essential in asingle currency area where cross-border capital flows can lead to credit booms and otherimbalances – and where the negative effects of a bust can spread rapidly to other members. One essential part of financial union is a single banking supervisor.",91
2010-09-29,"In this regard, it will be equally important that the use of qualitative data andmarket information is strengthened and that this information will be fed into the regularanalysis of systemic risk in a more systematic way. And third, measuring systemic risk. A basic difficulty in regulating system risk relate to thedifficulty in measuring the contribution of individual institutions to systemic risk. Theimportance of an institution for systemic risk is a function of its size, interconnectedness andsubstitutability.",76
2017-01-30,"Benoît Cœuré: Interview with Radio ClassiqueInterview with Mr Benoît Cœuré, Member of the Executive Board of the European Central Bank,and Radio Classique, conducted by Mr Nicolas Pierron on 23 January 2017. * * *Mario Draghi, President of the European Central Bank, is to be investigated by theOmbudsman of the European Union, following a complaint from an NGO. He is suspectedof entrusting the private sector with insider information in the context of a group calledthe G30. How do you respond to these allegations?",82
2004-04-23,"For instance, under the famous k-percent rule proposed byMilton Friedman in 1956, central banks would have to ensure that some specified measure of themoney stock rises by a pre-defined fixed rate each year, irrespective of economic conditions andcircumstances. The main problem with such a rule is that it would not accommodate money demand2BIS Review 22/2004shocks, including those of a more permanent nature relating to structural change and innovation infinancial markets. This may lead to undesirably high volatility in interest rates, prices and output.",83
2006-07-12,"Thisassessment is further confirmed by available information on economic activity in the second quarter,notably by the main confidence surveys and indicator-based estimates, all of which continue to provideencouraging signals on the evolution of the economic outlook. Looking further ahead, the conditions and economic fundamentals are in place for growth in the euroarea to remain close to its trend potential rate on a sustained basis. Economic growth in the euroarea’s main trading partners remains strong, providing support for euro area exports. Investment isexpected to grow robustly, benefiting from favourable financing conditions, corporate balance sheetrestructuring, and gains in earnings and business efficiency.",100
2021-05-28,"Taken together, therefore, our mandate requires a careful assessment of the extent to which the ECB canand should “green” its monetary policy operations. This is what we are currently doing under our monetarypolicy strategy review. What can be said with reasonable confidence at this stage is that concerns over potential “mission creep”are misplaced: the Treaty not only allows but requires the ECB to take climate change into account.[18]In doing so, we have to find the right balance between exploring what is feasible within our mandate andensuring that our actions never interfere with our primary objective of price stability.",98
2017-11-10,"The analysis showsthat higher capital reduces the severity of the crises as better capitalised banks tend to provide255 / 11BIS central bankers' speechesmore credit.25Some authors argue that the introduction of the concepts of Total Loss-Absorbable Capacity(TLAC) and Minimum Requirements for Eligible Liabilities (MREL) for the purpose of bankresolution could implicate a lower capital ratio to start with.26 However, a more recent FEDpaper, considering the potential effect of TLAC still reaches an optimal range of capital ratiobetween 13 and 25%.27Considering these studies, there is no justification to weaken the LR standard, nor is thererationale for not restricting the use of internal models for credit risk, to be finalised before theyear-end.",109
2021-11-07,"5 European Investment Bank (2021), “Investment Report 2020/2021: Building a smart and green Europe in theCOVID-19 era”. 6 European Investment Bank (2021), “Digitalisation in Europe 2020-2021: Evidence from the EIB InvestmentSurvey”. 4/4BIS central bankers' speeches",35
2015-07-17,"Banks reported a continued net easing of credit standards on loans to enterpriseswhich was stronger than expected in the previous survey round. Net demand for loans toenterprises increased further, supported by demand for credit related to fixed investment. Fragmentation in terms of credit demand in individual countries decreased and the targetedlonger-term refinancing operations helped to improve the terms and conditions for creditsupply. Despite these improvements, the dynamics of loans to non-financial corporationsremain subdued. They continue to reflect the lagged relationship with the business cycle,credit risk, credit supply factors, and the ongoing adjustment of financial and non-financialsector balance sheets.",98
1999-01-19,"Given theextensive use of the system, the ECB recently decided to extend the operating hours of theTARGET system by one hour to 7 p.m. for a limited period ending on 31 January 1999. Thisshould alleviate some of the time pressure on commercial banks when familiarising themselveswith the TARGET rules. Similarly, the Governing Council decided that, during this transitionperiod, the deposit facility of the Eurosystem would be available until one hour after the closureof TARGET. I should also like to mention the results of the two first main refinancing operations of the ECB.",92
2001-03-07,"This decision wastaken on the grounds that the evidence continues to support the assumptions underlying the derivationof the first reference value in December 1998 (and confirmed in December 1999), namely those fortrend potential output growth and the trend decline in M3 income velocity in the euro area. Turning to recent monetary developments, there were already indications in November 2000 that amoderation in monetary growth had been under way for some months. In late 2000 and early 2001,these signs of moderation became stronger.",82
2008-10-30,"We also noted thatthe rigidities in the labour and product markets weigh on the ability of economic policies toeffectively address some of the shocks that we are currently experiencing. In particular,monetary policy in the euro area is constrained by the rigidities in the labour markets that riskdis-anchoring expectations of price and wage setters. This is the reason why, even in thecurrent deteriorating economic conditions, monetary policy has to continue to be framedwithin the established ECB strategy in which the primary objective of monetary policy is pricestability.",86
2012-08-30,"For financial policies, there need to be powers at the centre to limit excessive risk-taking bybanks and regulatory capture by supervisors. This is the best way to protect euro areataxpayers. There also needs to be a framework for bank resolution that safeguards publicfinances, as we see in other federations. In the U.S., for example, on average about 90,mostly smaller, banks per year have been resolved since 2008 and this had no impact on thesolvency of the sovereign. Political union can, and shall, develop hand-in-hand with fiscal, economic and financial union.",90
2020-03-19,"The ECB’s package was very comprehensive. But market volatility is partly masking the effects. Moreover, not all market participants seem to have immediately understood all of thecomponents of the programme. The additional net asset purchases in particular will help tocounter the self-reinforcing dynamics on the bond markets. We are helped by the operationalflexibility of the asset purchase programme, which we are already using to its full extent. So did the ECB communicate poorly? The key message of the programme should be clear.",82
2012-03-28,"Imbalanceswithin Target2 are a symptom of real and financial imbalances between euro area countries. Restoring normality within Target2 requires not that we address the symptom – the paymentsystem – but that we address the cause: the underlying imbalances. This is not the task of monetary policy. It is the task of the national authorities and EUinstitutions that are responsible for fiscal, economic and financial policies. Important progress has been made in recent months to strengthen the credibility of thesepolicies – and this has been recognised by financial markets.",88
2016-01-18,"Peter Praet: The ECB’s monetary policy – back to medium-term pricestability of below, but close to, 2%Opinion piece by Mr Peter Praet, Member of the Executive Board of the European CentralBank, published in Süddeutsche Zeitung, 13 January 2016. ***ECB remains faithful to its monetary policy strategyThe EU Treaties define the maintenance of price stability as the European Central Bank’s(ECB) primary task. They leave open the exact numerical definition of price stability. In 1998the Governing Council of the ECB defined price stability as a medium-term inflation rate ofbelow 2%.",88
2015-02-03,"At the moment, the euro area is suffering mostly from weak aggregate demand. Supply-sidepolicies are necessary to increase the medium-term growth potential. Monetary policy,aiming at price stability by stimulating demand and supporting investment, should reduceemployment and output gaps, thereby positively affecting medium-term growth. ***Ladies and Gentlemen,Let me start by thanking the organisers for this invitation to participate in the AnnualConference of the Marshall Society. It is a pleasure to be here and support the MarshallSociety’s quest to further young economists’ interest in economics.",83
2013-04-16,"Also, we have seen reductions in unit labour costs. Ireland has seen an 18 percentage pointimprovement relative to the euro area average. In Greece, Portugal and Spain theimprovement has been about 10 percentage points. As I have recently stressed to the EuroArea Heads of State and Governments, narrowing the gap between wage and productivitygrowth is absolutely essential for improving competitiveness in euro area countries.4To conclusively address the root causes of the crisis these efforts need to be maintainedand, in some countries, stepped up.",83
2015-02-02,"Bothmonetary and fiscal policies can have their choices constrained by so-called “financialdominance”.5For monetary policy, the problem stems mostly from inadequate supervision. At the micro level, if supervisors show too much forbearance to undercapitalised banks, theycan end up effectively shifting the burden onto monetary policy – as when those banks loseaccess to market funding, or have to pay higher risk premia, they turn to central bank funding3See speech by Cœuré, B. on “Outright Monetary Transactions, one year on”, Berlin, 2 September 2013. 4Lamfalussy, A. (1989), Macro-coordination of fiscal policies in an economic and monetary union in Europe,Collection of Papers.",98
2008-10-24,"Second with a view to improving thecoordination of supervision at European level, the European Council welcomed the setting upof a high level group by the Commission. Both initiatives are welcomed by the ECB whichparticipates in the former initiative and will provide its contribution to the latter. BIS Review 128/20085",49
2018-05-17,"With the Charter of Fundamental Rights, the EU enshrinedall personal, civic, political, economic and social rights within one document. The Charter alsoestablished the right to data protection, guarantees on bioethics and transparent administration. Iam sure you recognise how topical these issues are today. And I hope you appreciate theunprecedented protections that EU citizens enjoy. Peace, democracy and freedom in turn brought prosperity. Of course, we still face challenges onthis front. Some EU countries today face difficult economic conditions, largely a legacy of theGreat Recession. Employment levels still vary significantly across the Union.",92
2018-07-17,"This support has a number of elements, including the net asset purchases until the end of4/6BIS central bankers' speechesthe year, the sizeable stock of acquired assets and the associated reinvestments, and ourenhanced forward guidance on the key ECB interest rates. Our decisions also reflected the desire of the Governing Council to retain the ability to react topotential future shocks to ensure the sustained convergence of inflation to our medium-term aim. They embed precise elements of state contingency into our forward guidance. By clearlyspecifying and communicating our reaction function, we are able to act in a consistent andpredictable fashion.",98
2015-09-28,"Completing Banking Union also requires removing any remnants of the regulatory frameworkthat implicitly support home bias. For example, how much national discretion is allowed inimplementing rules; how fungible are liquidity and capital across borders; how regulations,such as those on loss-absorbing capital, affect the choice of subsidiaries versus branches –all these decisions will crucially shape the microeconomic incentives of banks to becomeEuropean. And the macroeconomic consequences for the Union are significant. ConclusionTo conclude, working through the aftermath of a financial cycle requires a comprehensiveresponse.",83
2014-05-14,"Even though the title of today’s discussion (“ECB in between state rescue and monetarypolicy”) may suggest otherwise, the ECB cannot, must not and will not “save” states. Ouractions are based on our monetary policy mandate, as defined in Article 127 of the Treaty onthe Functioning of the European Union (TFEU): the ECB is responsible for price stability inthe euro area. Like almost all central banks in the industrialised world, the ECB enjoys a high degree ofindependence. This independence is not a carte blanche for us central bankers. It providesprotection, so that we can fulfil our mission free of political influence.",100
2003-11-12,"Thenature of that criticism depended on which newspapers you read. If you read the Anglo-Saxon press,then we paid too much attention to monetary growth. It seems that money shouldn’t matter formonetary policy. If you read the German press, well the story was different. Some said wecommunicated too little. Others said we communicated too much. When you are flanked on bothsides, then you must be somewhere in the middle of the park. I conclude from this that we must havepositioned ourselves more or less right.",84
2014-02-17,"We are in the process of looking at that particular proposal but it is clear that in every euroarea country, small or large, the independence of the national central bank has to beensured. According to one estimate, the 128 largest European banks which will undergo theasset quality review and stress test this year will require up to €500 billion ofadditional capital. Is this a manageable amount? It is absolutely premature to comment on any number. We are at the start of the process,getting organised and collecting the data.",88
2017-10-27,"Despite significant improvements to its architectureover recent years, there is a clear sense that Economic and Monetary Union, or EMU, remainsincomplete. There is much less clarity and precious little agreement on what a complete EMUwould look like, however. This is why the question posed by the organisers – “how muchfederalism” – is so relevant. In my remarks, I would like to first review how federalism has evolved in the EU, highlighting thatit is as much a process as it is an end-state.",82
2016-05-11,"Andfrom the euro area’s perspective, I expect support from external demand to be considerablylower in the future when compared to the pre-crisis years, even if none of the downside risksmaterialise. Longer-term growth trendsThese cyclical developments have been accompanied by unfavourable long-term globaltrends affecting economies’ growth potential.",46
2016-10-17,"Only if this happens can allstakeholders be confident that reforms will not be reversed and, instead, will be strengthened inthe aftermath of the programme, therefore further supporting the potential for growth of the Greekeconomy. 3/4BIS central bankers' speechesConclusionsLet me conclude. I have traced the progress achieved so far and mapped the challenges ahead for the third Greekadjustment programme. A year ago, European leaders agreed on a set of measures that willsecure Greece’s future in the euro.",76
2011-09-20,"In this regard, furtherresearch on non-linear solution techniques should have high priority in the economicprofession’s research agenda. The current financial crisis has certainly offered strong arguments to convince the scepticsthat financial markets must not be neglected. The crisis has also taught us that anotherusually neglected market, the money market, is claiming its right to belong in business cyclemodels. In order to assess the fragility of the financial market and the risk of a systemiccrisis, we need models where the liquidity-transformation role of financial intermediariesplays an explicit part. Some of the models that I have referred to include financiallyconstrained banks.",99
2008-12-17,"It is therefore essential that banks use availableopportunities to raise new capital, either from private sources or from the public fundsprovided by governments in the euro area. The outlook for euro area insurers also deteriorated, as financial performance has weakenedand some pre-existing risks facing the sector increased and some started to materialise. Investment income was reduced by the falling values of structured credit products, corporatebonds and equities. In addition, some insurers suffered losses on investments in commercialproperty.",77
2004-02-03,"Consequently, it is important thatauthorities - supervisors and central banks - seek to enhance co-operation and information exchangein order to monitor such developments and take co-ordinated action if required. Many steps havealready been made in this direction. For instance, a Memorandum of Understanding between centralbanks and banking supervisory authorities on co-operation in crisis situations has been agreed uponin 2003. Let me now turn to the role of market participants. To complement the public sector initiatives I have just outlined, collective action by market participantsat the European level is required. Let me provide two examples of where such collective action isneeded.",100
2001-03-07,"In contrast to the euro area, where frontloading and sub-frontloading may start as from 1 September2001, the distribution and sub-frontloading outside the euro area will only be permitted as from1 December 2001. Regarding the Euro 2002 Information Campaign, I should like to report to you that a detailed outlinehas been agreed and presented to the media, including the principal slogan to be used throughout thewhole information campaign: the EURO. OUR money. Moreover, a website dedicated to the campaign was launched in all 11 official languages of theEuropean Community, and can be visited at www.euro.ecb.int.",94
2016-01-29,"They should berelieved of their duties only in exceptional circumstances, for example if they no longer fulfilthe conditions required for the performance of their duties or if they have been found guilty ofserious misconduct. Fourth, fiscal councils require financial independence. That is, they require sufficient resourcesto deliver on their mandate. To this end, the financing of independent fiscal institutions shouldbe outside of the government’s immediate discretion. They could, for example, be fundeddirectly by parliament rather than from the government budget.",80
2004-09-08,"European Central Bank: Press conference - introductory statementIntroductory statement by Mr Jean-Claude Trichet, President of the European Central Bank, andMr Lucas Papademos, Vice-President of the European Central Bank, Frankfurt, 2 September 2004. ***Ladies and gentlemen, the Vice-President and I will now report on the outcome of today’s meeting ofthe Governing Council of the ECB, which was also attended by the President of the ECOFIN Council,Mr Zalm, and Commissioner Almunia. We noted that the information which has become available in recent months indicates that theeconomic recovery in the euro area has maintained its momentum and should remain firm in thecoming quarters.",100
2008-07-15,"Various attainable objectives have been set in order to enhance the flexibility and adaptability of labourmarkets, to raise competition in markets for goods and services, to increase employment, to promoteinnovation and to strengthen growth and employment rates in all participating countries. 12These topics are clearly reflected in the Integrated Guidelines for the new phase of the Lisbon Strategy andthe recommendations for the euro area. We appreciate the renewed impetus toward reforms by somegovernments, which has now resulted in the more focused “Partnership for Growth and Jobs” and in thestructural reform commitments of the national reform programmes.",96
2009-01-16,"This holistic approach must also comprehend afundamental factor, namely the long-term sustainability and resilience of public macropolicies – whether in particular fiscal or structural – and the associated progressive butresolute elimination of those large domestic and external imbalances that are one of themajor causes of global economic and financial instability. Such a paradigm change, including the three notions of medium and long-term sustainability,resilience and a holistic approach of the global financial system, is now absolutely essentialto correct the fragility of the market economy which we are presently experiencing. Thank you for your attention. BIS Review 4/20093",96
2015-09-16,"Data gaps are alsoprevalent in the non-regulated sector. 2The ESCB’s Centralised Securities Database contains reference data on millions of individual securities. These reference data are linked to a granular database on securities holdings, which allow policy-makers toassess “who holds what” when it comes to securities. The main euro area sectors and the 26 largest bankinggroups holding individual securities are covered. A legislative process aimed at extending the collection tocover all groups under the ECB’s direct supervision is under way. BIS central bankers’ speeches1test).",83
2014-05-15,"It is an important step in bringing about greater transparency of thebanks’ balance sheets and consistency of supervisory practices in Europe. While the firstpillar, the asset quality review (AQR) should enhance transparency of bank exposures, thesecond pillar, the stress test which is being performed in close cooperation with the3See Financial Integration in Europe, European Central Bank, April 2008. 4See Di Mauro, F. (2014), “Firm-level data: Who said that they are too difficult to use for policy?”, VoxEU11 March 2014. BIS central bankers’ speeches3European Banking Authority (EBA) has the aim of examining the resilience of banks’ balancesheets to stress scenarios.",99
2015-04-01,"The best way to protect citizens today is not to shield them from the risk of losing their job, butto ensure they have the knowledge to be able to find a better job more quickly, and this appliesalso to those who have been unemployed for a long time and need retraining programmes. In this context, the monetary policy measures I have already described reinforce the reformprocess. They stimulate overall demand, creating more jobs, more favourable conditions on thecredit market and the possibilities for reallocating resources. In short, monetary policy andstructural reforms are complementary. 4.",94
2015-10-30,These examples show that macroprudential considerations lead to policy decisions through abroad range of instruments and with varying legal powers ranging from moral suasion overrecommendations to provisions with clear sanctions. It is of course too early to fully assess these experiences. Macroprudential policy in the euroarea is still in its infancy and we need to fully understand the effects and the interactionsamong the different instruments. Substantial analytical and empirical work is needed to placethe macroprudential authorities into a position to use the available instruments in the mosteffective way.,88
2009-09-07,"•Third, the simple statement that “if banks are too big to fail, they are probably too bigto exist” is a reasonable rule. In any case, for large banks the capital should increasemore than they increase in size. The post-crisis financial system should be more riskaverse, less leveraged, less complex. The prevailing business model will probablyplace greater emphasis on traditional banking activities, which tend to produce lowermargins, but are also more robust, less risky and less volatile. In this respect, thecrisis may well turn out to be a catalyst for a paradigm shift, transforming the globalfinancial landscape for the better.",99
2019-02-12,"Significant monetary policy stimulus remains essential to support the further build-up ofdomestic price pressures and headline inflation developments over the medium term. Indeed, the end of our net purchases in December last year does not imply that ourmonetary policy has become less accommodative. In fact, ample monetary policyaccommodation is still provided by our forward guidance on the key ECB interest rates,which is reinforced by our forward guidance on the reinvestments of the sizeable stock ofacquired assets. The formulation of our forward guidance on our policy rates is crucial.",88
2001-09-28,"At the same time, the number of births has declined substantially throughout thedeveloped world and even a return to higher birth rates in the future would most likely come too late tosolve the problems faced by many pension systems in the coming decades. Pension systems in Europe rely heavily on state-run pay-as-you-go arrangements. Funded pensionarrangements, be they publicly or privately managed, are generally less developed.",65
2009-11-13,"Most of the programmes enacted by the US Federal Reserve were,therefore, aimed at directly stabilising key financial markets, which it did mainly via outrightpurchases of debt securities and guarantee programmes for such securities. Since requiredreserves of banks are much smaller in the United States, the resulting excess liquidity wasenormous, which caused the Federal Reserve to start paying interest on these excessreserves in October 2008. In the case of the ECB, such a mechanism was already in place.",77
2013-10-17,"You will be let in on all thedetails on 23 October: what form the balance sheet assessment will take; how it ties in withthe portfolio selection, which we will examine in more detail; and how the balance sheetassessment in turn relates to the subsequent stress tests. It should all lead to a single result,that will be published in October next year. What benchmark will this single result represent? We are not primarily aiming to quantify a capital gap. The main purpose of sifting through thebanks’ balance sheets is to restore international market confidence in them.",95
2017-01-09,"As long as we don’t buy on the primary market and we don’t set the price, it’s not monetaryfinancing. You recently said that the euro area needs “financial protection” in 2017, also because ofthe elections in Germany, France and perhaps Italy. Is it a task of the central bank to offerprotection from democratic elections? We offer no protection from political events. We conduct monetary policy for the whole of theeuro area.",71
2019-10-02,"The agreement on the BudgetaryInstrument for Convergence and Competitiveness is a step in the right direction, but it does not yet meetthe necessary criteria in terms of size or design. Whichever route is taken, monetary policy will continue to do its job. The latest decisions of the GoverningCouncil have shown its determination in the face of a continuously weakening outlook for growth andinflation. Consistent with our monetary dominance framework, these decisions are intended to ensure that inflationreturns to our objective without undue delay.",83
2000-10-18,"Having said that, let me add that we view the possible negative impact of the excessive depreciation ofthe currency on the prospects for price stability in the euro area with concern. Indeed, the recentintervention in the foreign exchange markets has shown that we take this concern very seriously andthat we are ready to back up our words with deeds. Furthermore, since a common concern has arisenabout the potential implications of a low level of the euro for the world economy, the intervention hasshown the determination of the world’s major central banks to act jointly, when needed.",96
2009-06-02,"In the euro area,the cumulated output loss from the second quarter of 2008 (when growth turned negative)1The total potential writedowns on the assets of global financial institutions (including banks pension funds,insurance companies and hedge funds) over the period 2007-2010 have been estimated at USD 4.1 trillion, ofwhich about two thirds (USD 2.8 trillion) are expected to be borne by banks (see International Monetary Fund(2009)). These estimates, which include future potential writedowns until the end of 2010, are based on anumber of projections of future economic activity and assumptions about asset market developments, andestimates of the likely impairment charges on loans.",100
2015-12-14,"Overall, the extension of the asset purchases to at least March 2017 and thedecision to re-invest the principal payments on maturing securities for as long as necessarywill inject an additional EUR 680 billion – about 6.5% of the euro area GDP – in liquidity tothe system by 2019. This will strengthen our forward guidance on interest rates, ensureaccommodative financial conditions and further strengthen the substantial easing impact ofthe measures we have taken since June 2014. 4BIS central bankers’ speeches",79
2000-05-08,"Assessment of legal convergence in Greece and SwedenWith regard to the legal chapter of the Convergence Report, I should like to highlight the followingpoints. The report focuses on the compatibility of Greek and Swedish national legislation, including thestatutes of the Bank of Greece and of Sveriges Riksbank, with the requirements for the fullparticipation of Greece and Sweden in Monetary Union laid down in the Treaty and the Statute of theESCB.",70
2013-10-10,"Therefore, while our non-standard measures were designed for theeuro area as a whole, their use has varied among counterparties and across countries. Inthis regard, our non-standard measures have helped restore the distributional neutrality ofour monetary policy by mitigating distortions in certain asset classes or sectors. Their impacthas prevented extreme economic outcomes for certain sectors and countries. However,permitting cross-country divergences to linger bears the risk of turning temporary woundsinto permanent scars, thus undermining the effectiveness of a single monetary policy for ourmonetary union in the long run. That said, there is only so much that the central bank can do.",99
2000-09-15,"It should also be noted that more than 50 countries in theworld are currently using the euro as a nominal anchor. International cooperationLet me now turn to the institutional side. The introduction of the euro has brought about a majorchange to the institutional framework in which international cooperation takes place. In view of therapid process of globalisation and episodes of crises in a number of systemically important emergingmarket economies, international cooperation should play a role in strengthening the internationalfinancial architecture. In this respect, the new institutional setting in Europe is to be taken intoaccount.",94
2016-05-10,"We need to wait and see howthe discussion develops in the Basel Committee. That was very much the tone inAmsterdam. The Germans, and a few others, make the point that there cannot be a Europeandeposit insurance scheme (EDIS), which the ECB says is an essential part of thebanking union, without a solution to banks’ sovereign exposure. So, if EDIS is put onhold, does that mean there will be a long delay before a common deposit insurance isintroduced? The exclusive link between the two is a political construction. There are at least threedimensions to the issue of sovereign risk.",98
